budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
35000000,United Artists Corporation,Randall Wallace,56968902,The Man in the Iron Mask,13.03.1998 00:00,6.5,Leonardo DiCaprio,134842,Alexandre Dumas,1998,1,0.627682914,60
26000000,Twentieth Century Fox Film Corporation,Andy Tennant,65705771,Ever After: A Cinderella Story,31.07.1998 00:00,7,Drew Barrymore,61035,Susannah Grant,1998,1,1.527145038,150
18000000,Juno Pix,Frank Coraci,80245725,The Wedding Singer,13.02.1998 00:00,6.8,Adam Sandler,116558,Tim Herlihy,1998,1,3.458095833,350
60000000,Universal Pictures,Gus Van Sant,21456130,Psycho,4.12.1998 00:00,4.6,Vince Vaughn,39983,Robert Bloch,1998,0,-0.642397833,-60
17000000,Dimension Films,Steve Miner,55041738,Halloween H20: 20 Years Later,5.08.1998 00:00,5.7,Jamie Lee Curtis,52529,Debra Hill,1998,1,2.237749294,220
70000000,Caravan Pictures,Ivan Reitman,74329966,Six Days Seven Nights,12.06.1998 00:00,5.8,Harrison Ford,64070,Michael Browning,1998,1,0.061856657,10
15000000,Metro-Goldwyn-Mayer (MGM),David Nutter,17411331,Perturbados,24.07.1998 00:00,5.5,James Marsden,18255,Scott Rosenberg,1998,1,0.1607554,20
130000000,Centropolis Film Productions,Roland Emmerich,136314294,Godzilla,20.05.1998 00:00,5.3,Matthew Broderick,160038,Dean Devlin,1998,1,0.048571492,0
40000000,New Line Cinema,Gary Ross,40568025,Pleasantville,23.10.1998 00:00,7.5,Tobey Maguire,108475,Gary Ross,1998,1,0.014200625,0
30000000,Twentieth Century Fox Film Corporation,Forest Whitaker,60053195,Hope Floats,29.05.1998 00:00,5.9,Sandra Bullock,20726,Steven Rogers,1998,1,1.001773167,100
60000000,Warner Bros.,Paul W.S. Anderson,14567883,Soldier,23.10.1998 00:00,6,Kurt Russell,46241,David Webb Peoples,1998,0,-0.75720195,-80
40000000,Universal Pictures,Joe Dante,54682547,Small Soldiers,10.07.1998 00:00,6.1,Kirsten Dunst,81216,Gavin Scott,1998,1,0.367063675,40
12000000,Miramax,John Dahl,22905674,Rounders,11.09.1998 00:00,7.4,Matt Damon,128159,David Levien,1998,1,0.908806167,90
10000000,Columbia Pictures Corporation,Harry Elfont,25339117,Can't Hardly Wait,12.06.1998 00:00,6.5,Jennifer Love Hewitt,39581,Deborah Kaplan,1998,1,1.5339117,150
60000000,Warner Bros.,Stuart Baird,57167405,U.S. Marshals,6.03.1998 00:00,6.5,Tommy Lee Jones,82606,Roy Huggins,1998,0,-0.047209917,0
6000,Next Wave Films,Christopher Nolan,48482,Following,5.11.1999 00:00,7.6,Jeremy Theobald,72113,Christopher Nolan,1998,1,7.080333333,710
30000000,PolyGram Filmed Entertainment,Shekhar Kapur,30082699,Elizabeth,19.02.1999 00:00,7.5,Cate Blanchett,80195,Michael Hirst,1998,1,0.002756633,0
25000000,Art Linson Productions,Alfonso Cuarón,26333044,Great Expectations,30.01.1998 00:00,6.8,Ethan Hawke,45205,Charles Dickens,1998,1,0.05332176,10
8000000,Robert Simonds Productions,Tamra Davis,17278980,Half Baked,16.01.1998 00:00,6.7,Dave Chappelle,50868,Dave Chappelle,1998,1,1.1598725,120
14000000,Phoenix Pictures,Jamie Blanks,38072438,Urban Legend,25.09.1998 00:00,5.5,Jared Leto,50594,Silvio Horta,1998,1,1.719459857,170
58000000,Paramount Pictures,Jonathan Frakes,70117571,Star Trek: Insurrection,11.12.1998 00:00,6.4,Patrick Stewart,60249,Gene Roddenberry,1998,1,0.208923638,20
28000000,Universal Pictures,John Landis,13979599,Blues Brothers 2000,6.02.1998 00:00,4.8,Dan Aykroyd,27480,Dan Aykroyd,1998,0,-0.500728607,-50
17000000,Broadway Pictures,John Fortenberry,30324946,A Night at the Roxbury,2.10.1998 00:00,6.2,Chris Kattan,50769,Steve Koren,1998,1,0.783820353,80
50000000,TriStar Pictures,Chris Columbus,91137662,Stepmom,25.12.1998 00:00,6.7,Julia Roberts,50401,Gigi Levangie,1998,1,0.82275324,80
140000000,Warner Bros.,Richard Donner,130444603,Lethal Weapon 4,10.07.1998 00:00,6.6,Mel Gibson,135019,Shane Black,1998,0,-0.068252836,-10
90000000,Universal Pictures,Tom Shadyac,135026902,Patch Adams,25.12.1998 00:00,6.7,Robin Williams,86765,Patch Adams,1998,1,0.500298911,50
60000000,Warner Bros.,Jeremiah S. Chechik,23322832,The Avengers,14.08.1998 00:00,3.7,Ralph Fiennes,36811,Sydney Newman,1998,0,-0.611286133,-60
71500000,Twentieth Century Fox Film Corporation,Betty Thomas,144156605,Doctor Dolittle,26.06.1998 00:00,5.3,Eddie Murphy,79986,Hugh Lofting,1998,1,1.016176294,100
105000000,DreamWorks,Eric Darnell,90757863,Antz,2.10.1998 00:00,6.6,Woody Allen,131396,Todd Alcott,1998,0,-0.1356394,-10
73000000,Paramount Pictures,Brian De Palma,55585389,Snake Eyes,7.08.1998 00:00,6,Nicolas Cage,67384,Brian De Palma,1998,0,-0.238556315,-20
50000000,Regency Enterprises,F. Gary Gray,44484065,El mediador,29.07.1998 00:00,7.3,Samuel L. Jackson,113865,James DeMonaco,1998,0,-0.1103187,-10
24000000,Columbia Pictures,Danny Cannon,40002112,I Still Know What You Did Last Summer,13.11.1998 00:00,4.6,Jennifer Love Hewitt,58906,Lois Duncan,1998,1,0.666754667,70
66000000,Twentieth Century Fox Film Corporation,Rob Bowman,83898313,The X Files,19.06.1998 00:00,7,David Duchovny,90546,Chris Carter,1998,1,0.271186561,30
14000000,Phoenix Pictures,Bryan Singer,8838938,Apt Pupil,23.10.1998 00:00,6.7,Ian McKellen,30742,Stephen King,1998,0,-0.368647286,-40
3000000,Good Machine,Todd Solondz,2807390,Happiness,16.10.1998 00:00,7.8,Jane Adams,58551,Todd Solondz,1998,0,-0.064203333,-10
55000000,Atlas Entertainment,Brad Silberling,78685114,Un ángel enamorado,10.04.1998 00:00,6.7,Nicolas Cage,100012,Wim Wenders,1998,1,0.430638436,40
13000000,Dollface,Mark Christopher,16574731,54,28.08.1998 00:00,5.8,Ryan Phillippe,28791,Mark Christopher,1998,1,0.274979308,30
1500000,Cinépix Film Properties (CFP),Vincent Gallo,2375097,Buffalo '66,26.06.1998 00:00,7.5,Vincent Gallo,39256,Vincent Gallo,1998,1,0.583398,60
60000000,Warner Bros.,Andrew Davis,67638368,A Perfect Murder,5.06.1998 00:00,6.5,Michael Douglas,68263,Frederick Knott,1998,1,0.127306133,10
9000000,Intermedia Films,Peter Howitt,11883495,Sliding Doors,1.05.1998 00:00,6.8,Gwyneth Paltrow,55546,Peter Howitt,1998,1,0.320388333,30
80000000,Warner Bros.,Barry Levinson,37020277,Sphere,13.02.1998 00:00,6,Dustin Hoffman,87413,Michael Crichton,1998,0,-0.537246538,-50
70000000,Twentieth Century Fox Film Corporation,Edward Zwick,40981289,The Siege,6.11.1998 00:00,6.3,Denzel Washington,61043,Lawrence Wright,1998,0,-0.414553014,-40
10000000,Rhombus Media,François Girard,9473382,The Red Violin,11.06.1999 00:00,7.7,Carlo Cecchi,28172,Don McKellar,1998,0,-0.0526618,-10
60000000,Touchstone Pictures,Robert Redford,75383563,The Horse Whisperer,15.05.1998 00:00,6.6,Robert Redford,34250,Nick Evans,1998,1,0.256392717,30
8000000,Regency Enterprises,Marshall Herskovitz,4530929,Dangerous Beauty,20.02.1998 00:00,7.3,Catherine McCormack,13477,Margaret Rosenthal,1998,0,-0.433633875,-40
9000000,Sciarlò,Giuseppe Tornatore,259127,The Legend of 1900,21.01.2000 00:00,8.1,Tim Roth,45151,Alessandro Baricco,1998,0,-0.971208111,-100
30000000,Columbia Pictures Corporation,Antoine Fuqua,18967571,The Replacement Killers,6.02.1998 00:00,6.1,Yun-Fat Chow,24291,Ken Sanzel,1998,0,-0.367747633,-40
24000000,Paramount Pictures,Igor Kovalyov,100494675,The Rugrats Movie,20.11.1998 00:00,5.9,Elizabeth Daily,15183,David N. Weiss,1998,1,3.187278125,320
30000000,Twentieth Century Fox Film Corporation,Warren Beatty,26525834,Bulworth,22.05.1998 00:00,6.8,Warren Beatty,22893,Warren Beatty,1998,0,-0.115805533,-10
1300000,Nimbus Film Productions,Thomas Vinterberg,1647780,The Celebration,19.06.1998 00:00,8.1,Ulrich Thomsen,69371,Thomas Vinterberg,1998,1,0.267523077,30
10000000,Initial Entertainment Group (IEG),Peter Berg,9801782,Very Bad Things,25.11.1998 00:00,6.3,Christian Slater,41062,Peter Berg,1998,0,-0.0198218,0
85000000,Warner Bros.,Troy Miller,34545030,Jack Frost,11.12.1998 00:00,5.3,Michael Keaton,26466,Mark Steven Johnson,1998,0,-0.593587882,-60
4500000,New Line Cinema,Ice Cube,23031390,The Players Club,8.04.1998 00:00,5.7,LisaRaye McCoy,4688,Ice Cube,1998,1,4.118086667,409
25000000,Touchstone Pictures,Spike Lee,21554585,He Got Game,1.05.1998 00:00,6.9,Denzel Washington,38487,Spike Lee,1998,0,-0.1378166,-10
13000000,Metro-Goldwyn-Mayer (MGM),Bob Saget,9975684,Dirty Work,12.06.1998 00:00,6.4,Norm MacDonald,20926,Frank Sebastiano,1998,0,-0.232639692,-20
45000000,Calimari Productions,Stephen Sommers,11203026,Deep Rising,30.01.1998 00:00,6,Treat Williams,28083,Stephen Sommers,1998,0,-0.751043867,-80
17000000,British Broadcasting Corporation (BBC),Sam Raimi,16311763,A Simple Plan,22.01.1999 00:00,7.5,Bill Paxton,54106,Scott B. Smith,1998,0,-0.040484529,0
2500000,Zentropa Entertainments,Lars von Trier,7235,Los idiotas,21.05.1998 00:00,6.9,Bodil Jørgensen,25714,Lars von Trier,1998,0,-0.997106,-100
30000000,Monarch Pictures,Carl Franklin,23245840,One True Thing,18.09.1998 00:00,7,Meryl Streep,9970,Anna Quindlen,1998,0,-0.225138667,-20
13000000,TriStar Pictures,Kirk Wong,27052167,The Big Hit,24.04.1998 00:00,6.1,Mark Wahlberg,25792,Ben Ramsey,1998,1,1.080935923,110
40000000,Warner Bros.,Frederik Du Chau,22717758,The Magic Sword: Quest for Camelot,15.05.1998 00:00,6.2,Jessalyn Gilsig,12174,Vera Chapman,1998,0,-0.43205605,-40
30000000,Hollywood Pictures,Mark Steven Johnson,18252684,Simon Birch,11.09.1998 00:00,6.9,Ian Michael Smith,19073,Mark Steven Johnson,1998,0,-0.3915772,-40
90000000,RKO Pictures,Ron Underwood,50632037,Mighty Joe Young,25.12.1998 00:00,5.6,Bill Paxton,24374,Merian C. Cooper,1998,0,-0.437421811,-40
27000000,Twentieth Century Fox Film Corporation,Richard Linklater,10297897,The Newton Boys,27.03.1998 00:00,6,Matthew McConaughey,8995,Claude Stanush,1998,0,-0.618596407,-60
2000000,ShadowCatcher Entertainment,Chris Eyre,6719300,Smoke Signals,26.06.1998 00:00,7.2,Adam Beach,8559,Sherman Alexie,1998,1,2.35965,240
3000000,Big Dog Films,Hype Williams,9630169,Belly,4.11.1998 00:00,6,Nas,7666,Anthony Bodden,1998,1,2.210056333,220
12000000,Sweetland Films,Woody Allen,5032496,Celebrity,20.11.1998 00:00,6.3,Kenneth Branagh,21644,Woody Allen,1998,0,-0.580625333,-60
5000000,Rysher Entertainment,Don Roos,5881367,The Opposite of Sex,22.05.1998 00:00,6.5,Christina Ricci,18791,Don Roos,1998,1,0.1762734,20
75000000,Touchstone Pictures,Steven Zaillian,56702901,A Civil Action,8.01.1999 00:00,6.5,John Travolta,24412,Jonathan Harr,1998,0,-0.24396132,-20
30000000,Oriental Light and Magic (OLM),Kunihiko Yuyama,85744662,Pokémon: The First Movie - Mewtwo Strikes Back,10.11.1999 00:00,6,Veronica Taylor,32118,Satoshi Tajiri,1998,1,1.8581554,190
15000000,Twentieth Century Fox Film Corporation,Nicholas Hytner,29106737,The Object of My Affection,17.04.1998 00:00,6,Jennifer Aniston,16506,Stephen McCauley,1998,1,0.940449133,90
70000000,British Broadcasting Corporation (BBC) Television,Mikael Salomon,19819494,Hard Rain,16.01.1998 00:00,5.8,Morgan Freeman,28397,Graham Yost,1998,0,-0.716864371,-70
3500000,Lions Gate Films,Bill Condon,6390032,Gods and Monsters,4.11.1998 00:00,7.5,Ian McKellen,26050,Christopher Bram,1998,1,0.825723429,80
5000000,Fox Searchlight Pictures,Tamara Jenkins,5480318,Slums of Beverly Hills,11.09.1998 00:00,6.6,Natasha Lyonne,10079,Tamara Jenkins,1998,1,0.0960636,10
6000000,Polar Entertainment,John Waters,2281761,Pecker,9.10.1998 00:00,6.4,Edward Furlong,12098,John Waters,1998,0,-0.6197065,-60
14000000,Hyperion Pictures,Willard Carroll,3956212,Playing by Heart,22.01.1999 00:00,7.2,Gillian Anderson,17129,Willard Carroll,1998,0,-0.717413429,-70
20000000,Twentieth Century Fox Film Corporation,Kevin Rodney Sullivan,37672350,How Stella Got Her Groove Back,14.08.1998 00:00,5.6,Angela Bassett,5794,Terry McMillan,1998,1,0.8836175,90
80000000,Harpo Films,Jonathan Demme,22852487,Beloved,16.10.1998 00:00,5.9,Oprah Winfrey,6354,Toni Morrison,1998,0,-0.714343913,-70
3000000,Tomboy Films,Kirk Jones,24788807,Waking Ned Devine,8.01.1999 00:00,7.3,Ian Bannen,22433,Kirk Jones,1998,1,7.262935667,730
65000000,Award Entertainment,Mike Nichols,38966057,Escándalo,20.03.1998 00:00,6.7,John Travolta,24802,Joe Klein,1998,0,-0.4005222,-40
50000000,Mandalay Entertainment,Barbet Schroeder,13806137,Desperate Measures,30.01.1998 00:00,6.1,Michael Keaton,14476,David Klass,1998,0,-0.72387726,-70
30000000,Turner Pictures (I),Christopher Guest,6114928,Almost Heroes,29.05.1998 00:00,5.8,Chris Farley,13764,Mark Nutter,1998,0,-0.796169067,-80
10000000,Tapestry Films,Jim Abrahams,19882538,Mafia!,24.07.1998 00:00,5.5,Jay Mohr,13168,Jim Abrahams,1998,1,0.9882538,100
80000000,Kennedy Miller Productions,George Miller,18319860,Babe el puerquito va a la ciudad,25.11.1998 00:00,5.8,Magda Szubanski,26946,George Miller,1998,0,-0.77100175,-80
18000000,Morgan Creek Productions,John Warren,3551208,Major League: Back to the Minors,17.04.1998 00:00,4.5,Scott Bakula,6102,David S. Ward,1998,0,-0.802710667,-80
8000000,Castle Rock Entertainment,Whit Stillman,2987297,The Last Days of Disco,12.06.1998 00:00,6.6,Chloë Sevigny,10509,Whit Stillman,1998,0,-0.626587875,-60
14000000,Paramount Pictures,Alan Cohn,15062898,Dead Man on Campus,21.08.1998 00:00,6.1,Tom Everett Scott,12255,Anthony Abrams,1998,1,0.075921286,10
25000000,Enchanter Entertainment,Robert Altman,1534569,The Gingerbread Man,23.01.1998 00:00,5.7,Kenneth Branagh,9583,John Grisham,1998,0,-0.93861724,-90
20000000,Cinehaus,Robert Benton,15030732,Twilight,6.03.1998 00:00,6.2,Paul Newman,8769,Robert Benton,1998,0,-0.2484634,-20
25000000,Cruise/Wagner Productions,Robert Towne,777423,Without Limits,11.09.1998 00:00,7.2,Billy Crudup,6061,Robert Towne,1998,0,-0.96890308,-100
4500000,Chinese Bookie Pictures,Larry Clark,1025234,Another Day in Paradise,1999,6.5,James Woods,7508,Eddie Little,1998,0,-0.772170222,-80
1100000,Shooting Gallery,John Pieplow,631221,Strangeland,2.10.1998 00:00,5,Kevin Gage,5935,Dee Snider,1998,0,-0.426162727,-40
15000000,Dimension Films,Penelope Spheeris,13035599,Senseless,20.02.1998 00:00,6,Marlon Wayans,11375,Greg Erb,1998,0,-0.130960067,-10
35000000,Knock Films A.V.V.,Hark Tsui,10076136,Knock Off,4.09.1998 00:00,4.8,Jean-Claude Van Damme,12179,Steven E. de Souza,1998,0,-0.7121104,-70
23000000,DreamWorks,John Roberts,27008669,Paulie,17.04.1998 00:00,6.5,Gena Rowlands,12531,Laurie Craig,1998,1,0.174289957,20
20000000,Dieter Geissler Filmproduktion,Carl Schenkel,2147114,Tarzan and the Lost City,24.04.1998 00:00,3.9,Casper Van Dien,1892,Edgar Rice Burroughs,1998,0,-0.8926443,-90
12000000,AMLF,Gillies MacKinnon,1262786,Hideous Kinky,13.01.1999 00:00,6.1,Kate Winslet,5757,Esther Freud,1998,0,-0.894767833,-90
7000000,Miramax,M. Night Shyamalan,258212,Wide Awake,20.03.1998 00:00,6.1,Joseph Cross,3440,M. Night Shyamalan,1998,0,-0.963112571,-100
15000000,Polygram Filmed Entertainment,Steve Gomer,11144518,Barney's Great Adventure,3.04.1998 00:00,2.9,George Hearn,2827,Stephen White,1998,0,-0.257032133,-30
2900000,"Audiovisual Development Bureau, Ministerio da Cultura",Walter Salles,5595428,Central Station,20.11.1998 00:00,8,Fernanda Montenegro,30487,Marcos Bernstein,1998,1,0.929457931,90
60000000,Caravan Pictures,Stephen Herek,12065985,Holy Man,9.10.1998 00:00,4.9,Eddie Murphy,17120,Tom Schulman,1998,0,-0.79890025,-80
5000000,Castle Rock Entertainment,Jake Kasdan,1980338,Zero Effect,30.01.1998 00:00,7,Bill Pullman,12839,Jake Kasdan,1998,0,-0.6039324,-60
19000000,Twentieth Century Fox Film Corporation,Dean Semler,8041665,Firestorm,9.01.1998 00:00,4.6,Howie Long,3270,Chris Soth,1998,0,-0.576754474,-60
7000000,Arts Council of England,Anand Tucker,4874838,Hilary and Jackie,5.02.1999 00:00,7.4,Emily Watson,8950,Hilary du Pré,1998,0,-0.303594571,-30
30000000,Walt Disney Pictures,Arlene Sanford,12213678,I'll Be Home for Christmas,13.11.1998 00:00,5.4,Jonathan Taylor Thomas,7267,Tom Nursall,1998,0,-0.5928774,-60
6000000,HK Film Corporation,Tony Cinciripini,9122,Hell's Kitchen,19.01.2001 00:00,4.9,Rosanna Arquette,2209,Tony Cinciripini,1998,0,-0.998479667,-100
700000,Blue Streak Films,David Moreton,870751,Edge of Seventeen,20.04.2000 00:00,6.8,Chris Stafford,4954,Todd Stephens,1998,1,0.24393,20
5000000,Polygram Filmed Entertainment,Neil LaBute,4710749,Your Friends & Neighbors,21.08.1998 00:00,6.4,Amy Brenneman,7208,Neil LaBute,1998,0,-0.0578502,-10
8000000,Fade In Films,David Dobkin,1789892,Clay Pigeons,25.09.1998 00:00,6.6,Joaquin Phoenix,9721,Matthew L. Healy,1998,0,-0.7762635,-80
20000000,Regency Enterprises,Roland Joffé,1923061,Goodbye Lover,16.04.1999 00:00,5.7,Patricia Arquette,3012,Ron Peer,1998,0,-0.90384695,-90
1000000,Andell Entertainment,John Hamburg,21210,Safe Men,7.08.1998 00:00,6,Sam Rockwell,2851,John Hamburg,1998,0,-0.97879,-100
15000000,Baltimore Pictures,Dean Parisot,10443316,Home Fries,25.11.1998 00:00,5,Drew Barrymore,7388,Vince Gilligan,1998,0,-0.303778933,-30
24000000,DIC Entertainment,Steve Boyum,4308981,Meet the Deedles,27.03.1998 00:00,3.9,Paul Walker,2385,Jim Herzfeld,1998,0,-0.820459125,-80
13000000,Gotham Entertainment Group,Daisy von Scherler Mayer,8026971,Woo,8.05.1998 00:00,3.9,Jada Pinkett Smith,1586,David C. Johnson,1998,0,-0.382540692,-40
2000000,HSX Films,Lance Mungia,124494,Six-String Samurai,18.09.1998 00:00,6.7,Jeffrey Falcon,5956,Jeffrey Falcon,1998,0,-0.937753,-90
3500000,Artisan Entertainment,Neil Abramson,9247881,Ringmaster,25.11.1998 00:00,3.2,Jerry Springer,4578,Jon Bernstein,1998,1,1.642251714,160
10000000,Initial Entertainment Group (IEG),Predrag Antonijevic,12903,Savior,20.11.1998 00:00,7.3,Dennis Quaid,9097,Robert Orr,1998,0,-0.9987097,-100
800000,38 Productions,Ziad Doueiri,343229,West Beirut,30.10.1998 00:00,7.8,Rami Doueiri,2545,Ziad Doueiri,1998,0,-0.57096375,-60
63000000,Fox 2000 Pictures,David Fincher,37030102,Fight Club,15.10.1999 00:00,8.8,Brad Pitt,1492073,Chuck Palahniuk,1999,0,-0.412220603,-40
15000000,DreamWorks,Sam Mendes,130096601,American Beauty,1.10.1999 00:00,8.4,Kevin Spacey,899755,Alan Ball,1999,1,7.673106733,770
63000000,Warner Bros.,Lana Wachowski,171479930,The Matrix,31.03.1999 00:00,8.7,Keanu Reeves,1339820,Lilly Wachowski,1999,1,1.721903651,170
60000000,Castle Rock Entertainment,Frank Darabont,136801374,The Green Mile,10.12.1999 00:00,8.5,Tom Hanks,879924,Stephen King,1999,1,1.2800229,130
11000000,Universal Pictures,Paul Weitz,102561004,American Pie,9.07.1999 00:00,7,Jason Biggs,332271,Adam Herz,1999,1,8.323727636,830
65000000,Warner Bros.,Stanley Kubrick,55691208,Eyes Wide Shut,16.07.1999 00:00,7.3,Tom Cruise,246014,Stanley Kubrick,1999,0,-0.143212185,-10
80000000,Universal Pictures,Stephen Sommers,155247825,The Mummy,7.05.1999 00:00,7,Brendan Fraser,340714,Stephen Sommers,1999,1,0.940597813,90
40000000,Hollywood Pictures,M. Night Shyamalan,293506292,The Sixth Sense,6.08.1999 00:00,8.1,Bruce Willis,766528,M. Night Shyamalan,1999,1,6.3376573,630
30000000,Touchstone Pictures,Gil Junger,38176108,10 Things I Hate About You,31.03.1999 00:00,7.2,Heath Ledger,244103,Karen McCullah,1999,1,0.272536933,30
100000000,Paramount Pictures,Tim Burton,101071502,Sleepy Hollow,19.11.1999 00:00,7.4,Johnny Depp,284929,Washington Irving,1999,1,0.01071502,0
115000000,Lucasfilm,George Lucas,474544677,Star Wars: Episode I - The Phantom Menace,19.05.1999 00:00,6.5,Ewan McGregor,584809,George Lucas,1999,1,3.126475452,310
60000000,Warner Bros.,Renny Harlin,73648142,Deep Blue Sea,28.07.1999 00:00,5.8,Thomas Jane,105864,Duncan Kennedy,1999,1,0.227469033,20
10000000,Twentieth Century Fox Film Corporation,Mike Judge,10824921,Enredos de oficina,19.02.1999 00:00,7.8,Ron Livingston,212640,Mike Judge,1999,1,0.0824921,10
6000000,American Zoetrope,Sofia Coppola,4859475,The Virgin Suicides,19.05.2000 00:00,7.2,Kirsten Dunst,125166,Jeffrey Eugenides,1999,0,-0.1900875,-20
10500000,Columbia Pictures Corporation,Roger Kumble,38328567,Cruel Intentions,5.03.1999 00:00,6.8,Sarah Michelle Gellar,157466,Choderlos de Laclos,1999,1,2.650339714,270
45000000,DreamWorks,Dean Parisot,71583916,Galaxy Quest,25.12.1999 00:00,7.3,Tim Allen,130142,David Howard,1999,1,0.590753689,60
37000000,Ghoulardi Film Company,Paul Thomas Anderson,22455976,Magnolia,7.01.2000 00:00,8,Tom Cruise,253771,Paul Thomas Anderson,1999,0,-0.39308173,-40
33000000,New Line Cinema,Jay Roach,206040086,Austin Powers: The Spy Who Shagged Me,11.06.1999 00:00,6.6,Mike Myers,191205,Mike Myers,1999,1,5.24363897,520
25000000,Fox 2000 Pictures,Raja Gosnell,55474756,Never Been Kissed,9.04.1999 00:00,6,Drew Barrymore,72371,Abby Kohn,1999,1,1.21899024,120
7000000,Franchise Pictures,Troy Duffy,25812,The Boondock Saints,19.11.1999 00:00,7.9,Willem Dafoe,206785,Troy Duffy,1999,0,-0.996312571,-100
40000000,Columbia Pictures Corporation,James Mangold,28871190,"Girl, Interrupted",14.01.2000 00:00,7.4,Winona Ryder,135410,Susanna Kaysen,1999,0,-0.27822025,-30
90000000,Pixar Animation Studios,John Lasseter,245852179,Toy Story 2,24.11.1999 00:00,7.9,Tom Hanks,420432,John Lasseter,1999,1,1.731690878,170
40000000,Miramax,Anthony Minghella,81298265,The Talented Mr. Ripley,25.12.1999 00:00,7.3,Matt Damon,148622,Patricia Highsmith,1999,1,1.032456625,100
170000000,Peters Entertainment,Barry Sonnenfeld,113805681,Wild Wild West,30.06.1999 00:00,4.8,Will Smith,136482,Jim Thomas,1999,0,-0.330554818,-30
42000000,Polygram Filmed Entertainment,Roger Michell,116089678,Notting Hill,28.05.1999 00:00,7.1,Hugh Grant,220588,Richard Curtis,1999,1,1.764039952,180
